Invoice_id,Branch,City,Category,Unit_price,Quantity,Date,Time,Payment_method,Rating,Profit_margin,Total_sales,Profit,Day,Month,Year
4420,WALM018,Frisco,Fashion accessories,20.0,1.0,2020-09-20,16:13:00,Ewallet,6.0,0.48,20.0,9.6,20,9,2020
4421,WALM051,New Braunfels,Home and lifestyle,34.0,1.0,2021-12-30,16:45:00,Ewallet,4.0,0.48,34.0,16.32,30,12,2021
4422,WALM021,McAllen,Fashion accessories,58.0,3.0,2020-09-29,17:53:00,Ewallet,5.0,0.48,174.0,83.52,29,9,2020
4423,WALM092,Lake Jackson,Home and lifestyle,24.0,1.0,2020-10-27,18:59:00,Ewallet,4.0,0.33,24.0,7.92,27,10,2020
4424,WALM013,Irving,Fashion accessories,18.0,2.0,2023-09-19,17:08:00,Ewallet,5.0,0.48,36.0,17.28,19,9,2023
4425,WALM057,Euless,Home and lifestyle,66.0,3.0,2021-11-29,15:47:00,Ewallet,6.0,0.33,198.0,65.34,29,11,2021
4426,WALM033,Pearland,Fashion accessories,33.0,1.0,2020-11-24,16:24:00,Ewallet,6.0,0.48,33.0,15.84,24,11,2020
4427,WALM048,Harlingen,Home and lifestyle,34.0,1.0,2021-04-12,20:24:00,Ewallet,5.0,0.48,34.0,16.32,12,4,2021
4428,WALM059,Pflugerville,Fashion accessories,18.0,1.0,2023-12-18,17:20:00,Ewallet,7.0,0.33,18.0,5.94,18,12,2023
4429,WALM077,Coppell,Home and lifestyle,71.0,1.0,2023-10-31,20:05:00,Ewallet,5.0,0.33,71.0,23.43,31,10,2023
4430,WALM007,Arlington,Fashion accessories,61.0,1.0,2020-03-12,18:43:00,Ewallet,9.0,0.48,61.0,29.279999999999998,12,3,2020
4431,WALM028,Odessa,Home and lifestyle,58.0,3.0,2020-10-14,17:43:00,Ewallet,6.0,0.48,174.0,83.52,14,10,2020
4432,WALM031,Lewisville,Fashion accessories,79.0,1.0,2023-09-21,19:51:00,Ewallet,8.0,0.48,79.0,37.92,21,9,2023
4433,WALM052,Mansfield,Home and lifestyle,81.0,1.0,2022-02-12,18:37:00,Ewallet,4.0,0.57,81.0,46.169999999999995,12,2,2022
4434,WALM020,Killeen,Fashion accessories,55.0,2.0,2022-04-10,19:44:00,Ewallet,7.0,0.48,110.0,52.8,10,4,2022
4435,WALM094,Alamo,Home and lifestyle,20.0,3.0,2022-12-14,20:08:00,Ewallet,7.0,0.33,60.0,19.8,14,12,2022
4436,WALM097,Alice,Fashion accessories,15.0,1.0,2020-08-17,15:49:00,Ewallet,6.0,0.18,15.0,2.6999999999999997,17,8,2020
4437,WALM045,Missouri City,Home and lifestyle,60.0,1.0,2020-02-10,17:17:00,Credit card,7.0,0.48,60.0,28.799999999999997,10,2,2020
4438,WALM096,Eagle Pass,Fashion accessories,25.0,1.0,2020-05-09,20:31:00,Ewallet,4.0,0.18,25.0,4.5,9,5,2020
4439,WALM069,Rockwall,Home and lifestyle,46.0,2.0,2023-12-17,17:59:00,Ewallet,4.0,0.33,92.0,30.360000000000003,17,12,2023
4440,WALM072,Lancaster,Fashion accessories,40.0,3.0,2022-08-25,15:33:00,Ewallet,6.0,0.33,120.0,39.6,25,8,2022
4441,WALM037,League City,Home and lifestyle,79.0,1.0,2022-09-13,19:48:00,Ewallet,7.0,0.48,79.0,37.92,13,9,2022
4442,WALM023,Midland,Fashion accessories,56.0,3.0,2022-05-08,15:48:00,Ewallet,9.0,0.48,168.0,80.64,8,5,2022
4443,WALM031,Lewisville,Home and lifestyle,27.0,3.0,2020-09-22,18:47:00,Ewallet,6.0,0.48,81.0,38.879999999999995,22,9,2020
4444,WALM013,Irving,Fashion accessories,36.0,1.0,2023-09-25,19:42:00,Ewallet,5.0,0.48,36.0,17.28,25,9,2023
4445,WALM047,Flower Mound,Home and lifestyle,27.0,2.0,2022-09-23,18:15:00,Ewallet,8.0,0.48,54.0,25.919999999999998,23,9,2022
4446,WALM007,Arlington,Fashion accessories,31.0,3.0,2020-11-10,15:15:00,Ewallet,8.0,0.48,93.0,44.64,10,11,2020
4447,WALM078,Del Rio,Home and lifestyle,32.0,2.0,2021-06-08,18:41:00,Ewallet,4.0,0.33,64.0,21.12,8,6,2021
4448,WALM080,Nacogdoches,Fashion accessories,20.0,1.0,2021-04-09,19:07:00,Ewallet,7.0,0.33,20.0,6.6000000000000005,9,4,2021
4449,WALM097,Alice,Home and lifestyle,56.0,2.0,2022-12-22,16:52:00,Ewallet,6.0,0.18,112.0,20.16,22,12,2022
4450,WALM057,Euless,Fashion accessories,67.0,2.0,2020-09-23,19:32:00,Ewallet,5.0,0.33,134.0,44.22,23,9,2020
4451,WALM004,Austin,Home and lifestyle,60.0,2.0,2020-11-15,19:39:00,Ewallet,6.0,0.48,120.0,57.599999999999994,15,11,2020
4452,WALM033,Pearland,Fashion accessories,22.0,3.0,2022-12-30,20:42:00,Ewallet,6.0,0.48,66.0,31.68,30,12,2022
4453,WALM045,Missouri City,Home and lifestyle,58.0,1.0,2021-10-23,19:25:00,Credit card,4.0,0.48,58.0,27.84,23,10,2021
4454,WALM061,Cedar Park,Fashion accessories,78.0,2.0,2022-10-10,19:48:00,Ewallet,5.0,0.33,156.0,51.480000000000004,10,10,2022
4455,WALM098,Mineral Wells,Home and lifestyle,62.0,3.0,2021-06-11,20:18:00,Ewallet,8.0,0.18,186.0,33.48,11,6,2021
4456,WALM092,Lake Jackson,Fashion accessories,16.0,1.0,2022-11-19,19:10:00,Ewallet,7.0,0.33,16.0,5.28,19,11,2022
4457,WALM079,La Porte,Home and lifestyle,18.0,1.0,2023-11-19,16:35:00,Ewallet,5.0,0.33,18.0,5.94,19,11,2023
4458,WALM095,Big Spring,Fashion accessories,83.0,3.0,2022-01-09,17:17:00,Ewallet,8.0,0.33,249.0,82.17,9,1,2022
4459,WALM041,Mission,Home and lifestyle,75.0,3.0,2022-08-12,15:07:00,Ewallet,4.0,0.48,225.0,108.0,12,8,2022
4460,WALM017,McKinney,Fashion accessories,23.0,2.0,2021-01-12,18:23:00,Ewallet,6.0,0.48,46.0,22.08,12,1,2021
4461,WALM069,Rockwall,Home and lifestyle,60.0,1.0,2021-08-18,17:28:00,Ewallet,6.0,0.33,60.0,19.8,18,8,2021
4462,WALM080,Nacogdoches,Fashion accessories,58.0,2.0,2021-09-08,18:02:00,Ewallet,9.0,0.33,116.0,38.28,8,9,2021
4463,WALM017,McKinney,Home and lifestyle,31.0,2.0,2022-10-28,18:30:00,Ewallet,5.0,0.48,62.0,29.759999999999998,28,10,2022
4464,WALM030,Richardson,Fashion accessories,67.0,3.0,2020-04-08,17:43:00,Ewallet,7.0,0.48,201.0,96.47999999999999,8,4,2020
4465,WALM095,Big Spring,Home and lifestyle,20.0,1.0,2023-12-30,16:05:00,Ewallet,5.0,0.33,20.0,6.6000000000000005,30,12,2023
4466,WALM070,Hurst,Fashion accessories,31.0,2.0,2021-12-22,16:31:00,Ewallet,9.0,0.33,62.0,20.46,22,12,2021
4467,WALM005,Fort Worth,Home and lifestyle,62.0,2.0,2023-09-14,17:02:00,Ewallet,4.0,0.48,124.0,59.519999999999996,14,9,2023
4468,WALM095,Big Spring,Fashion accessories,72.0,1.0,2023-12-10,17:39:00,Ewallet,9.0,0.33,72.0,23.76,10,12,2023
4469,WALM097,Alice,Home and lifestyle,72.0,3.0,2022-08-29,20:39:00,Ewallet,9.0,0.18,216.0,38.879999999999995,29,8,2022
4470,WALM041,Mission,Fashion accessories,29.0,1.0,2022-10-23,18:22:00,Ewallet,9.0,0.48,29.0,13.92,23,10,2022
4471,WALM051,New Braunfels,Home and lifestyle,36.0,3.0,2020-01-10,15:27:00,Ewallet,6.0,0.48,108.0,51.839999999999996,10,1,2020
4472,WALM004,Austin,Fashion accessories,66.0,3.0,2021-05-09,15:49:00,Ewallet,8.0,0.48,198.0,95.03999999999999,9,5,2021
4473,WALM020,Killeen,Home and lifestyle,67.0,2.0,2020-02-08,20:07:00,Ewallet,9.0,0.48,134.0,64.32,8,2,2020
4474,WALM067,Haltom City,Fashion accessories,64.0,3.0,2022-12-21,16:19:00,Ewallet,8.0,0.33,192.0,63.36,21,12,2022
4475,WALM042,Bryan,Home and lifestyle,33.0,2.0,2022-09-15,18:28:00,Ewallet,4.0,0.48,66.0,31.68,15,9,2022
4476,WALM026,Denton,Fashion accessories,27.0,3.0,2021-11-14,19:42:00,Ewallet,5.0,0.48,81.0,38.879999999999995,14,11,2021
4477,WALM047,Flower Mound,Home and lifestyle,45.0,2.0,2022-06-11,20:34:00,Ewallet,9.0,0.48,90.0,43.199999999999996,11,6,2022
4478,WALM023,Midland,Fashion accessories,32.0,2.0,2021-09-21,17:01:00,Ewallet,6.0,0.48,64.0,30.72,21,9,2021
4479,WALM098,Mineral Wells,Home and lifestyle,53.0,3.0,2022-03-10,20:58:00,Ewallet,6.0,0.18,159.0,28.619999999999997,10,3,2022
4480,WALM061,Cedar Park,Fashion accessories,80.0,2.0,2021-08-21,15:26:00,Ewallet,8.0,0.33,160.0,52.800000000000004,21,8,2021
4481,WALM049,North Richland Hills,Home and lifestyle,37.0,1.0,2022-07-10,20:12:00,Ewallet,6.0,0.48,37.0,17.759999999999998,10,7,2022
4482,WALM021,McAllen,Fashion accessories,34.0,2.0,2020-09-26,17:42:00,Ewallet,5.0,0.48,68.0,32.64,26,9,2020
4483,WALM085,Kerrville,Home and lifestyle,84.0,1.0,2022-10-21,17:51:00,Ewallet,6.0,0.33,84.0,27.720000000000002,21,10,2022
4484,WALM036,Allen,Fashion accessories,49.0,2.0,2021-12-27,18:07:00,Ewallet,9.0,0.48,98.0,47.04,27,12,2021
4485,WALM081,Friendswood,Home and lifestyle,48.0,1.0,2023-09-23,15:40:00,Ewallet,9.0,0.33,48.0,15.84,23,9,2023
4486,WALM059,Pflugerville,Fashion accessories,67.0,2.0,2020-05-11,16:17:00,Ewallet,6.0,0.33,134.0,44.22,11,5,2020
4487,WALM079,La Porte,Home and lifestyle,24.0,1.0,2023-12-28,18:35:00,Ewallet,6.0,0.33,24.0,7.92,28,12,2023
4488,WALM030,Richardson,Fashion accessories,60.0,1.0,2020-11-23,19:22:00,Ewallet,9.0,0.48,60.0,28.799999999999997,23,11,2020
4489,WALM030,Richardson,Home and lifestyle,51.0,2.0,2021-08-13,19:55:00,Ewallet,8.0,0.48,102.0,48.96,13,8,2021
4490,WALM079,La Porte,Fashion accessories,44.0,3.0,2022-09-09,20:55:00,Ewallet,7.0,0.33,132.0,43.56,9,9,2022
4491,WALM079,La Porte,Home and lifestyle,75.0,3.0,2022-12-31,17:38:00,Ewallet,8.0,0.33,225.0,74.25,31,12,2022
4492,WALM077,Coppell,Fashion accessories,76.0,2.0,2021-11-13,17:36:00,Ewallet,8.0,0.33,152.0,50.160000000000004,13,11,2021
4493,WALM053,Conroe,Home and lifestyle,28.0,1.0,2020-10-15,18:40:00,Ewallet,8.0,0.57,28.0,15.959999999999999,15,10,2020
4494,WALM013,Irving,Fashion accessories,31.0,1.0,2022-11-08,17:46:00,Ewallet,5.0,0.48,31.0,14.879999999999999,8,11,2022
4495,WALM019,Pasadena,Home and lifestyle,36.0,1.0,2021-11-30,17:56:00,Ewallet,9.0,0.48,36.0,17.28,30,11,2021
4496,WALM004,Austin,Fashion accessories,20.0,2.0,2022-09-29,16:00:00,Ewallet,6.0,0.48,40.0,19.2,29,9,2022
4497,WALM081,Friendswood,Home and lifestyle,45.0,1.0,2020-12-19,18:36:00,Ewallet,6.0,0.33,45.0,14.850000000000001,19,12,2020
4498,WALM030,Richardson,Fashion accessories,85.0,3.0,2021-05-11,17:58:00,Ewallet,8.0,0.48,255.0,122.39999999999999,11,5,2021
4499,WALM076,Huntsville,Home and lifestyle,63.0,3.0,2023-08-20,17:28:00,Ewallet,9.0,0.33,189.0,62.370000000000005,20,8,2023
4500,WALM072,Lancaster,Fashion accessories,81.0,1.0,2021-08-18,15:11:00,Ewallet,5.0,0.33,81.0,26.73,18,8,2021
4501,WALM022,Mesquite,Home and lifestyle,74.0,3.0,2022-07-10,17:27:00,Ewallet,9.0,0.48,222.0,106.56,10,7,2022
4502,WALM095,Big Spring,Fashion accessories,72.0,2.0,2021-04-08,16:21:00,Ewallet,9.0,0.33,144.0,47.52,8,4,2021
4503,WALM077,Coppell,Home and lifestyle,41.0,3.0,2020-07-08,20:15:00,Ewallet,8.0,0.33,123.0,40.59,8,7,2020
4504,WALM085,Kerrville,Fashion accessories,19.0,3.0,2023-09-20,15:13:00,Ewallet,6.0,0.33,57.0,18.810000000000002,20,9,2023
4505,WALM070,Hurst,Home and lifestyle,62.0,2.0,2023-01-10,15:01:00,Ewallet,6.0,0.33,124.0,40.92,10,1,2023
4506,WALM004,Austin,Fashion accessories,45.0,3.0,2023-11-30,20:59:00,Ewallet,8.0,0.48,135.0,64.8,30,11,2023
4507,WALM061,Cedar Park,Home and lifestyle,32.0,2.0,2020-11-11,17:52:00,Ewallet,6.0,0.33,64.0,21.12,11,11,2020
4508,WALM053,Conroe,Fashion accessories,85.0,3.0,2020-07-12,19:37:00,Ewallet,4.0,0.21,255.0,53.55,12,7,2020
4509,WALM095,Big Spring,Home and lifestyle,85.0,3.0,2023-09-18,15:54:00,Ewallet,8.0,0.33,255.0,84.15,18,9,2023
4510,WALM049,North Richland Hills,Fashion accessories,80.0,1.0,2022-12-28,20:06:00,Ewallet,4.0,0.48,80.0,38.4,28,12,2022
4511,WALM026,Denton,Home and lifestyle,60.0,2.0,2023-09-23,20:53:00,Ewallet,6.0,0.48,120.0,57.599999999999994,23,9,2023
4512,WALM049,North Richland Hills,Fashion accessories,44.0,2.0,2020-09-22,20:26:00,Credit card,4.0,0.48,88.0,42.239999999999995,22,9,2020
4513,WALM034,College Station,Home and lifestyle,54.0,1.0,2020-11-21,15:02:00,Credit card,5.0,0.48,54.0,25.919999999999998,21,11,2020
4514,WALM023,Midland,Fashion accessories,34.0,1.0,2022-09-12,15:54:00,Credit card,4.0,0.48,34.0,16.32,12,9,2022
4515,WALM020,Killeen,Home and lifestyle,84.0,3.0,2023-03-11,16:18:00,Credit card,5.0,0.48,252.0,120.96,11,3,2023
4516,WALM069,Rockwall,Fashion accessories,81.0,1.0,2021-08-26,16:21:00,Credit card,5.0,0.33,81.0,26.73,26,8,2021
4517,WALM076,Huntsville,Home and lifestyle,63.0,2.0,2023-08-27,17:06:00,Credit card,6.0,0.33,126.0,41.580000000000005,27,8,2023
4518,WALM034,College Station,Fashion accessories,66.0,3.0,2022-02-11,20:18:00,Credit card,6.0,0.48,198.0,95.03999999999999,11,2,2022
4519,WALM047,Flower Mound,Home and lifestyle,65.0,1.0,2022-08-26,15:52:00,Credit card,8.0,0.48,65.0,31.2,26,8,2022
4520,WALM093,Angleton,Fashion accessories,23.0,2.0,2023-09-08,20:55:00,Credit card,8.0,0.33,46.0,15.180000000000001,8,9,2023
4521,WALM033,Pearland,Home and lifestyle,42.0,1.0,2020-12-14,16:43:00,Credit card,9.0,0.48,42.0,20.16,14,12,2020
4522,WALM053,Conroe,Fashion accessories,54.0,3.0,2023-03-10,16:32:00,Credit card,5.0,0.21,162.0,34.019999999999996,10,3,2023
4523,WALM059,Pflugerville,Home and lifestyle,74.0,3.0,2022-03-09,17:11:00,Credit card,8.0,0.33,222.0,73.26,9,3,2022
4524,WALM048,Harlingen,Fashion accessories,24.0,1.0,2021-03-12,19:18:00,Credit card,8.0,0.48,24.0,11.52,12,3,2021
4525,WALM031,Lewisville,Home and lifestyle,25.0,3.0,2021-09-15,19:37:00,Credit card,4.0,0.48,75.0,36.0,15,9,2021
4526,WALM001,Houston,Fashion accessories,51.0,1.0,2021-08-29,17:26:00,Credit card,7.0,0.36,51.0,18.36,29,8,2021
4527,WALM067,Haltom City,Home and lifestyle,18.0,1.0,2021-04-12,19:54:00,Credit card,4.0,0.33,18.0,5.94,12,4,2021
4528,WALM044,Pharr,Fashion accessories,35.0,1.0,2020-09-08,19:02:00,Credit card,8.0,0.48,35.0,16.8,8,9,2020
4529,WALM066,Grapevine,Home and lifestyle,43.0,3.0,2022-12-11,20:57:00,Credit card,4.0,0.33,129.0,42.57,11,12,2022
4530,WALM036,Allen,Fashion accessories,84.0,2.0,2020-03-12,15:11:00,Credit card,7.0,0.48,168.0,80.64,12,3,2020
4531,WALM051,New Braunfels,Home and lifestyle,24.0,3.0,2020-10-27,15:14:00,Credit card,6.0,0.48,72.0,34.56,27,10,2020
4532,WALM068,Burleson,Fashion accessories,74.0,2.0,2023-10-22,20:09:00,Credit card,6.0,0.33,148.0,48.84,22,10,2023
4533,WALM048,Harlingen,Home and lifestyle,65.0,1.0,2022-08-11,15:02:00,Credit card,9.0,0.48,65.0,31.2,11,8,2022
4534,WALM028,Odessa,Fashion accessories,63.0,3.0,2021-10-30,20:05:00,Credit card,5.0,0.48,189.0,90.72,30,10,2021
4535,WALM081,Friendswood,Home and lifestyle,33.0,2.0,2023-01-12,18:11:00,Credit card,4.0,0.33,66.0,21.78,12,1,2023
4536,WALM057,Euless,Fashion accessories,71.0,1.0,2023-12-18,16:49:00,Credit card,5.0,0.33,71.0,23.43,18,12,2023
4537,WALM033,Pearland,Home and lifestyle,31.0,2.0,2023-10-28,18:45:00,Credit card,6.0,0.48,62.0,29.759999999999998,28,10,2023
4538,WALM057,Euless,Fashion accessories,16.0,1.0,2021-01-12,16:19:00,Credit card,8.0,0.33,16.0,5.28,12,1,2021
4539,WALM040,Edinburg,Home and lifestyle,42.0,3.0,2020-09-08,20:54:00,Credit card,4.0,0.48,126.0,60.48,8,9,2020
4540,WALM040,Edinburg,Fashion accessories,62.0,2.0,2021-10-17,15:32:00,Credit card,9.0,0.48,124.0,59.519999999999996,17,10,2021
4541,WALM080,Nacogdoches,Home and lifestyle,51.0,2.0,2022-01-10,17:02:00,Credit card,9.0,0.33,102.0,33.660000000000004,10,1,2022
4542,WALM036,Allen,Fashion accessories,52.0,3.0,2021-08-29,18:29:00,Credit card,9.0,0.48,156.0,74.88,29,8,2021
4543,WALM018,Frisco,Home and lifestyle,46.0,2.0,2023-12-24,16:01:00,Credit card,8.0,0.48,92.0,44.16,24,12,2023
4544,WALM058,Port Arthur,Fashion accessories,49.0,1.0,2020-08-12,15:44:00,Credit card,6.0,0.33,49.0,16.17,12,8,2020
4545,WALM081,Friendswood,Home and lifestyle,26.0,3.0,2020-12-11,15:02:00,Credit card,7.0,0.33,78.0,25.740000000000002,11,12,2020
4546,WALM024,Carrollton,Fashion accessories,17.0,1.0,2021-05-12,17:36:00,Credit card,8.0,0.48,17.0,8.16,12,5,2021
4547,WALM094,Alamo,Home and lifestyle,33.0,3.0,2023-09-19,16:28:00,Credit card,7.0,0.33,99.0,32.67,19,9,2023
4548,WALM015,Grand Prairie,Fashion accessories,29.0,1.0,2023-06-12,17:40:00,Credit card,5.0,0.48,29.0,13.92,12,6,2023
4549,WALM028,Odessa,Home and lifestyle,80.0,2.0,2023-07-09,19:52:00,Credit card,8.0,0.48,160.0,76.8,9,7,2023
4550,WALM072,Lancaster,Fashion accessories,34.0,2.0,2021-12-21,15:26:00,Credit card,9.0,0.33,68.0,22.44,21,12,2021
4551,WALM044,Pharr,Home and lifestyle,31.0,3.0,2020-10-19,16:24:00,Credit card,6.0,0.48,93.0,44.64,19,10,2020
4552,WALM085,Kerrville,Fashion accessories,52.0,2.0,2021-12-29,15:32:00,Credit card,4.0,0.33,104.0,34.32,29,12,2021
4553,WALM001,Houston,Home and lifestyle,44.0,2.0,2022-10-18,20:12:00,Credit card,7.0,0.36,88.0,31.68,18,10,2022
4554,WALM095,Big Spring,Fashion accessories,75.0,1.0,2022-12-12,17:11:00,Credit card,9.0,0.33,75.0,24.75,12,12,2022
4555,WALM010,Laredo,Home and lifestyle,72.0,3.0,2023-11-27,17:56:00,Credit card,5.0,0.48,216.0,103.67999999999999,27,11,2023
4556,WALM076,Huntsville,Fashion accessories,59.0,2.0,2020-12-29,18:44:00,Credit card,7.0,0.33,118.0,38.940000000000005,29,12,2020
4557,WALM070,Hurst,Home and lifestyle,33.0,1.0,2021-12-19,17:36:00,Credit card,7.0,0.33,33.0,10.89,19,12,2021
4558,WALM001,Houston,Fashion accessories,68.0,1.0,2022-11-08,15:01:00,Credit card,7.0,0.36,68.0,24.48,8,11,2022
4559,WALM100,Canyon,Home and lifestyle,65.0,3.0,2020-12-10,18:04:00,Credit card,9.0,0.18,195.0,35.1,10,12,2020
4560,WALM096,Eagle Pass,Fashion accessories,65.0,1.0,2021-08-17,15:35:00,Credit card,7.0,0.18,65.0,11.7,17,8,2021
4561,WALM040,Edinburg,Home and lifestyle,36.0,1.0,2021-10-22,15:36:00,Credit card,8.0,0.48,36.0,17.28,22,10,2021
4562,WALM093,Angleton,Fashion accessories,52.0,2.0,2023-09-19,19:42:00,Credit card,6.0,0.33,104.0,34.32,19,9,2023
4563,WALM008,Corpus Christi,Home and lifestyle,65.0,2.0,2023-08-25,15:15:00,Credit card,7.0,0.48,130.0,62.4,25,8,2023
4564,WALM018,Frisco,Fashion accessories,19.0,1.0,2023-08-29,18:24:00,Credit card,8.0,0.48,19.0,9.12,29,8,2023
4565,WALM034,College Station,Home and lifestyle,40.0,1.0,2023-10-15,19:05:00,Credit card,7.0,0.48,40.0,19.2,15,10,2023
4566,WALM091,Little Elm,Fashion accessories,38.0,3.0,2022-03-11,15:04:00,Credit card,4.0,0.33,114.0,37.620000000000005,11,3,2022
4567,WALM100,Canyon,Home and lifestyle,56.0,1.0,2023-11-27,17:33:00,Credit card,6.0,0.18,56.0,10.08,27,11,2023
4568,WALM094,Alamo,Fashion accessories,69.0,2.0,2022-12-23,19:38:00,Credit card,9.0,0.33,138.0,45.54,23,12,2022
4569,WALM091,Little Elm,Home and lifestyle,80.0,1.0,2020-10-14,18:38:00,Credit card,7.0,0.33,80.0,26.400000000000002,14,10,2020
4570,WALM011,Lubbock,Fashion accessories,85.0,1.0,2021-04-11,16:34:00,Credit card,7.0,0.48,85.0,40.8,11,4,2021
4571,WALM004,Austin,Home and lifestyle,80.0,2.0,2020-09-27,19:53:00,Credit card,7.0,0.48,160.0,76.8,27,9,2020
4572,WALM047,Flower Mound,Fashion accessories,67.0,3.0,2020-10-21,20:31:00,Credit card,8.0,0.48,201.0,96.47999999999999,21,10,2020
4573,WALM069,Rockwall,Home and lifestyle,24.0,1.0,2020-01-08,18:05:00,Credit card,6.0,0.33,24.0,7.92,8,1,2020
4574,WALM036,Allen,Fashion accessories,52.0,3.0,2022-08-20,19:57:00,Credit card,8.0,0.48,156.0,74.88,20,8,2022
4575,WALM026,Denton,Home and lifestyle,62.0,2.0,2022-11-17,19:19:00,Credit card,5.0,0.48,124.0,59.519999999999996,17,11,2022
4576,WALM069,Rockwall,Fashion accessories,81.0,1.0,2020-01-10,19:05:00,Credit card,7.0,0.33,81.0,26.73,10,1,2020
4577,WALM017,McKinney,Home and lifestyle,58.0,2.0,2023-08-21,16:24:00,Credit card,6.0,0.48,116.0,55.68,21,8,2023
4578,WALM093,Angleton,Fashion accessories,57.0,1.0,2022-08-11,17:26:00,Credit card,5.0,0.33,57.0,18.810000000000002,11,8,2022
4579,WALM067,Haltom City,Home and lifestyle,74.0,1.0,2023-08-23,17:09:00,Credit card,9.0,0.33,74.0,24.42,23,8,2023
4580,WALM079,La Porte,Fashion accessories,73.0,3.0,2021-12-26,19:56:00,Credit card,6.0,0.33,219.0,72.27000000000001,26,12,2021
4581,WALM030,Richardson,Home and lifestyle,50.0,1.0,2020-12-17,17:23:00,Credit card,4.0,0.48,50.0,24.0,17,12,2020
4582,WALM053,Conroe,Fashion accessories,68.0,1.0,2020-09-29,19:17:00,Credit card,8.0,0.21,68.0,14.28,29,9,2020
4583,WALM095,Big Spring,Home and lifestyle,73.0,1.0,2020-09-09,15:09:00,Credit card,8.0,0.33,73.0,24.09,9,9,2020
4584,WALM009,Plano,Fashion accessories,33.0,3.0,2021-10-26,15:57:00,Credit card,4.0,0.48,99.0,47.519999999999996,26,10,2021
4585,WALM096,Eagle Pass,Home and lifestyle,64.0,3.0,2020-11-17,20:56:00,Credit card,4.0,0.18,192.0,34.56,17,11,2020
4586,WALM052,Mansfield,Fashion accessories,42.0,3.0,2022-01-08,18:32:00,Credit card,5.0,0.57,126.0,71.82,8,1,2022
4587,WALM059,Pflugerville,Home and lifestyle,55.0,3.0,2023-12-20,18:10:00,Credit card,6.0,0.33,165.0,54.45,20,12,2023
4588,WALM005,Fort Worth,Fashion accessories,58.0,2.0,2020-12-28,18:22:00,Credit card,4.0,0.48,116.0,55.68,28,12,2020
4589,WALM033,Pearland,Home and lifestyle,48.0,3.0,2021-11-28,17:15:00,Credit card,8.0,0.48,144.0,69.12,28,11,2021
4590,WALM091,Little Elm,Fashion accessories,46.0,3.0,2020-12-25,19:50:00,Credit card,6.0,0.33,138.0,45.54,25,12,2020
4591,WALM090,Brownwood,Home and lifestyle,29.0,3.0,2023-12-22,19:08:00,Credit card,8.0,0.33,87.0,28.71,22,12,2023
4592,WALM076,Huntsville,Fashion accessories,36.0,2.0,2021-11-20,20:18:00,Credit card,7.0,0.33,72.0,23.76,20,11,2021
4593,WALM061,Cedar Park,Home and lifestyle,82.0,1.0,2020-08-30,18:43:00,Credit card,9.0,0.33,82.0,27.060000000000002,30,8,2020
4594,WALM034,College Station,Fashion accessories,23.0,3.0,2022-09-21,20:33:00,Credit card,9.0,0.48,69.0,33.12,21,9,2022
4595,WALM042,Bryan,Home and lifestyle,71.0,1.0,2020-01-10,17:25:00,Credit card,6.0,0.48,71.0,34.08,10,1,2020
4596,WALM021,McAllen,Fashion accessories,46.0,2.0,2022-08-31,20:53:00,Credit card,4.0,0.48,92.0,44.16,31,8,2022
4597,WALM071,Lufkin,Home and lifestyle,25.0,1.0,2022-05-10,20:51:00,Credit card,6.0,0.33,25.0,8.25,10,5,2022
4598,WALM014,Amarillo,Fashion accessories,57.0,1.0,2022-11-14,15:05:00,Credit card,6.0,0.48,57.0,27.36,14,11,2022
4599,WALM057,Euless,Home and lifestyle,64.0,1.0,2020-04-11,20:01:00,Credit card,6.0,0.33,64.0,21.12,11,4,2020
4600,WALM049,North Richland Hills,Fashion accessories,54.0,1.0,2020-10-22,16:05:00,Credit card,6.0,0.48,54.0,25.919999999999998,22,10,2020
4601,WALM026,Denton,Home and lifestyle,66.0,3.0,2023-09-08,18:51:00,Credit card,6.0,0.48,198.0,95.03999999999999,8,9,2023
4602,WALM070,Hurst,Fashion accessories,33.0,2.0,2020-05-10,20:53:00,Credit card,9.0,0.33,66.0,21.78,10,5,2020
4603,WALM021,McAllen,Home and lifestyle,79.0,3.0,2022-08-17,18:40:00,Credit card,7.0,0.48,237.0,113.75999999999999,17,8,2022
4604,WALM002,Dallas,Fashion accessories,25.0,2.0,2022-05-09,16:31:00,Credit card,5.0,0.36,50.0,18.0,9,5,2022
4605,WALM085,Kerrville,Home and lifestyle,78.0,2.0,2020-10-20,15:04:00,Credit card,5.0,0.33,156.0,51.480000000000004,20,10,2020
4606,WALM053,Conroe,Fashion accessories,35.0,3.0,2022-08-25,19:16:00,Credit card,9.0,0.21,105.0,22.05,25,8,2022
4607,WALM061,Cedar Park,Home and lifestyle,35.0,2.0,2020-08-29,16:13:00,Credit card,8.0,0.33,70.0,23.1,29,8,2020
4608,WALM008,Corpus Christi,Fashion accessories,47.0,1.0,2023-01-08,19:23:00,Credit card,6.0,0.48,47.0,22.56,8,1,2023
4609,WALM100,Canyon,Home and lifestyle,49.0,1.0,2023-12-18,17:16:00,Credit card,8.0,0.18,49.0,8.82,18,12,2023
4610,WALM080,Nacogdoches,Fashion accessories,61.0,1.0,2023-08-14,18:26:00,Credit card,4.0,0.33,61.0,20.130000000000003,14,8,2023
